cliente_id,edad,genero,region,visitas_mensuales,numero_compras,devoluciones,metodo_pago,reseña_score,tipo_cliente,monto_compra
367,40,Femenino,Sur,10,6,0,Débito,3.6,Ocasional,635.78
368,78,Masculino,Centro,8,10,2,Débito,1.2,Ocasional,302.29
369,31,Masculino,Sur,14,2,0,PayPal,3.5,Ocasional,379.87
370,65,Masculino,Norte,8,6,1,Transferencia,4.4,Frecuente,562.85
371,32,Otro,Centro,10,9,1,PayPal,3.8,Frecuente,623.81
372,79,Masculino,Sur,10,6,2,Tarjeta,4.2,Ocasional,451.93
373,62,Femenino,Sur,12,3,1,Transferencia,2.2,Ocasional,336.69
374,62,Femenino,Sur,8,4,1,PayPal,3.3,Ocasional,287.88
375,36,Femenino,Centro,10,7,0,Tarjeta,3.9,Frecuente,553.32
376,59,Masculino,Sur,14,6,1,PayPal,2.9,Frecuente,287.82
377,63,Femenino,Norte,9,4,0,PayPal,1.1,Frecuente,389.0
378,42,Masculino,Centro,10,5,2,Transferencia,1.9,Premium,414.53
379,69,Femenino,Centro,8,4,0,PayPal,4.4,Ocasional,239.26
380,20,Femenino,Norte,9,2,1,PayPal,1.8,Ocasional,300.21
381,37,Femenino,Norte,9,8,0,Tarjeta,4.4,Frecuente,689.14
382,48,Masculino,Centro,14,5,1,PayPal,1.7,Premium,652.94
383,55,Masculino,Norte,12,6,2,Transferencia,2.6,Premium,1080.7
384,17,Femenino,Sur,17,8,0,PayPal,4.1,Frecuente,708.47
385,50,Masculino,Centro,9,10,1,Débito,3.5,Premium,1163.93
386,58,Femenino,Norte,12,3,2,PayPal,2.7,Ocasional,201.85
387,34,Femenino,Centro,8,5,0,Tarjeta,3.2,Ocasional,446.34
388,55,Masculino,Centro,7,6,2,Transferencia,2.6,Ocasional,498.25
389,42,Masculino,Norte,13,2,1,Tarjeta,4.1,Ocasional,260.1
390,55,Femenino,Centro,3,8,2,Débito,1.9,Premium,559.95
391,51,Masculino,Norte,12,3,0,Tarjeta,3.6,Frecuente,604.84
392,74,Otro,Sur,16,9,1,PayPal,4.5,Frecuente,750.54
393,54,Femenino,Centro,13,7,0,Tarjeta,4.0,Ocasional,368.3
394,17,Masculino,,10,1,1,Transferencia,1.9,Ocasional,163.68
395,56,Femenino,Centro,13,7,1,,1.6,Frecuente,527.23
396,68,Femenino,Sur,16,5,0,,4.0,Ocasional,492.73
397,33,Masculino,Centro,9,11,0,Tarjeta,1.5,Ocasional,561.91
398,61,Femenino,Centro,19,3,0,PayPal,1.2,Frecuente,500.01
399,38,Femenino,Norte,13,6,0,Tarjeta,1.8,Frecuente,292.4
400,78,Femenino,Sur,6,8,0,Transferencia,1.5,Frecuente,423.42
401,69,Femenino,Sur,11,9,0,Débito,5.0,Ocasional,642.58
402,41,Femenino,Centro,10,5,1,Débito,3.6,Ocasional,424.61
403,26,Masculino,Norte,10,4,2,PayPal,2.0,Ocasional,435.43
404,63,Femenino,Norte,12,4,1,PayPal,3.5,Frecuente,718.42
405,16,Masculino,Centro,13,5,0,Débito,3.1,Frecuente,570.24
406,51,Femenino,Norte,13,5,0,Débito,2.2,Frecuente,680.42
407,65,Masculino,Centro,11,5,1,PayPal,4.1,Ocasional,477.79
408,35,Femenino,,8,2,0,Tarjeta,1.4,Ocasional,334.06
409,46,Masculino,Centro,7,6,0,PayPal,1.8,Frecuente,440.26
410,23,Femenino,Centro,11,5,0,Transferencia,4.0,Ocasional,459.33
411,55,Femenino,Norte,9,7,1,Tarjeta,4.5,Ocasional,358.18
412,39,Masculino,Centro,12,5,0,PayPal,1.6,Ocasional,604.29
413,69,Femenino,Sur,12,8,0,Transferencia,3.2,Frecuente,728.42
414,35,Femenino,Norte,13,7,1,Débito,1.3,Frecuente,689.25
415,70,Femenino,Sur,12,5,1,Débito,1.6,Ocasional,345.32
416,30,Femenino,Sur,9,7,0,Tarjeta,2.7,Ocasional,503.86
417,45,Masculino,Sur,15,5,0,Débito,2.7,Frecuente,431.53
418,35,Masculino,Norte,8,15,2,Tarjeta,4.7,Ocasional,1051.29
419,53,Masculino,Sur,6,4,0,Tarjeta,2.3,Ocasional,223.29
420,17,Femenino,Sur,18,4,1,Débito,3.2,Frecuente,906.19
421,21,Femenino,Centro,11,7,2,Tarjeta,1.2,Frecuente,440.34
422,57,Femenino,Centro,5,6,0,,2.8,Ocasional,424.88
423,33,Masculino,Centro,15,6,0,PayPal,1.6,Frecuente,519.82
424,51,Femenino,Norte,11,7,0,Transferencia,1.5,Frecuente,439.56
425,29,Femenino,Centro,11,8,2,PayPal,4.4,Frecuente,720.27
426,41,Masculino,Norte,10,4,0,Transferencia,4.5,Ocasional,423.2
427,49,Femenino,Sur,9,8,0,Débito,3.4,Ocasional,231.61
428,69,Femenino,Norte,11,7,0,Transferencia,2.6,Ocasional,709.61
429,45,Femenino,Norte,10,2,1,Débito,4.3,Frecuente,432.92
430,22,Masculino,Centro,6,3,1,Transferencia,4.4,Ocasional,270.71
431,74,Masculino,Centro,11,3,0,PayPal,1.5,Premium,398.01
432,45,Femenino,Sur,5,5,0,Tarjeta,1.7,Frecuente,377.37
433,33,Masculino,Sur,8,3,1,Débito,1.3,Frecuente,379.91
434,37,Masculino,Centro,6,7,2,PayPal,3.4,Frecuente,625.29
435,32,Masculino,Norte,5,6,1,Transferencia,4.5,Ocasional,295.76
436,46,Femenino,Norte,6,7,2,Débito,3.5,Ocasional,346.59
437,71,Masculino,Norte,11,4,2,PayPal,2.9,Premium,829.23
438,32,Femenino,Centro,2,5,3,PayPal,1.9,Frecuente,401.78
439,46,Masculino,Norte,12,5,1,Débito,3.6,Frecuente,740.2
440,28,Femenino,Norte,19,6,0,Tarjeta,3.7,Frecuente,949.17
441,42,Femenino,Centro,8,8,0,Tarjeta,4.0,Ocasional,393.61
442,35,Femenino,Centro,11,4,2,Transferencia,2.7,Premium,553.33
443,32,Masculino,Sur,9,10,0,Débito,1.1,Frecuente,858.75
444,44,Femenino,Sur,6,5,0,Tarjeta,4.4,Ocasional,222.05
445,54,Masculino,Centro,12,4,1,Tarjeta,4.8,Ocasional,472.01
446,50,Masculino,Sur,13,11,1,PayPal,3.8,Ocasional,843.67
447,23,Femenino,Centro,14,4,1,Transferencia,3.5,Premium,793.3
448,58,Femenino,Centro,8,6,0,Tarjeta,4.3,Frecuente,716.51
449,53,Femenino,Norte,9,9,0,Débito,1.7,Ocasional,656.88
450,30,Femenino,Sur,10,5,2,Débito,1.1,Ocasional,333.09
451,65,Masculino,Norte,10,8,0,Tarjeta,4.8,Frecuente,584.1
452,16,Masculino,Sur,11,2,0,Transferencia,2.6,Ocasional,386.86
453,48,Femenino,Norte,10,7,2,Transferencia,4.8,Ocasional,529.16
454,18,Masculino,Sur,6,7,0,Transferencia,3.0,Ocasional,452.79
455,54,Femenino,Centro,11,7,2,Tarjeta,4.6,Premium,810.43
456,53,Femenino,Centro,13,4,0,Tarjeta,4.4,Frecuente,594.0
457,63,Femenino,Centro,11,6,2,PayPal,3.8,Frecuente,350.49
458,78,Femenino,Sur,9,8,2,Débito,3.0,Frecuente,350.91
459,77,Masculino,Centro,8,10,2,Tarjeta,4.8,Ocasional,302.68
460,30,Femenino,Sur,14,5,1,Débito,1.2,Ocasional,225.19
461,77,Femenino,Sur,7,9,0,Transferencia,4.9,Frecuente,513.04
462,76,Masculino,Norte,11,8,1,PayPal,3.1,Frecuente,601.15
463,57,Masculino,Centro,15,7,0,PayPal,3.2,Ocasional,666.5
464,33,Masculino,Sur,9,9,0,Débito,4.1,Frecuente,371.1
465,53,Femenino,Centro,10,6,0,Débito,2.4,Premium,630.25
466,46,Femenino,Centro,9,3,1,PayPal,3.7,Ocasional,323.55
467,35,Masculino,Centro,10,3,0,Transferencia,3.3,Ocasional,201.56
468,74,Masculino,Sur,9,11,1,PayPal,3.8,Frecuente,450.55
469,22,Masculino,Centro,11,7,0,Débito,3.5,Premium,934.81
470,52,Femenino,Norte,14,8,0,Tarjeta,2.1,Frecuente,612.01
471,42,Masculino,Centro,10,7,2,PayPal,3.3,Frecuente,737.51
472,23,Femenino,,13,4,1,Débito,1.6,Premium,344.25
473,29,Masculino,Centro,11,8,0,PayPal,2.5,Premium,750.0
474,65,Femenino,Centro,9,2,0,Débito,1.4,Frecuente,242.28
475,30,Femenino,Centro,10,2,0,PayPal,1.8,Frecuente,252.66
476,22,Masculino,Norte,9,11,1,Transferencia,4.8,Ocasional,759.64
477,48,Masculino,Centro,8,7,0,Tarjeta,1.6,Ocasional,315.87
478,67,Otro,Norte,8,3,1,PayPal,4.3,Frecuente,375.76
479,49,Femenino,Norte,9,8,0,Tarjeta,3.7,Premium,732.51
480,19,Masculino,Norte,9,1,1,Tarjeta,3.0,Premium,318.5
481,16,Femenino,Sur,7,8,0,Débito,3.9,Frecuente,489.48
482,56,Masculino,Centro,16,2,2,Tarjeta,3.2,Premium,523.92
483,78,Femenino,Sur,10,5,0,Débito,2.9,Premium,541.56
484,78,Femenino,Sur,6,8,1,Débito,2.4,Frecuente,530.47
485,29,Masculino,Norte,10,6,0,Tarjeta,2.9,Ocasional,452.56
486,46,Masculino,Centro,8,6,0,Tarjeta,3.4,Ocasional,445.26
487,53,Masculino,Norte,8,4,1,PayPal,4.1,Frecuente,496.68
488,65,Femenino,Norte,6,6,1,Tarjeta,1.0,Frecuente,307.55
489,68,Femenino,Sur,8,5,0,Débito,1.3,Ocasional,274.29
490,35,Masculino,Sur,6,5,0,Débito,3.8,Premium,441.35
491,18,Femenino,Sur,12,3,1,PayPal,3.9,Frecuente,382.45
492,50,Masculino,Sur,12,5,1,Débito,1.0,Premium,985.21
493,61,Masculino,Norte,8,11,2,Tarjeta,2.0,Frecuente,417.62
494,48,Masculino,Norte,14,5,1,Tarjeta,3.9,Ocasional,357.72
495,30,Femenino,Norte,5,4,1,PayPal,3.7,Frecuente,231.47
496,18,Femenino,Centro,4,6,0,Tarjeta,4.1,Premium,337.36
497,43,Masculino,Norte,9,6,0,Débito,2.9,Ocasional,429.79
498,42,Masculino,Norte,9,6,1,Transferencia,2.4,Ocasional,454.22
499,62,Femenino,Norte,10,6,1,Débito,4.4,Frecuente,356.83
500,62,Masculino,Norte,10,5,2,Transferencia,3.2,Premium,583.77
501,48,Masculino,Sur,8,6,0,Débito,2.7,Ocasional,556.69
502,34,Masculino,Sur,11,3,1,PayPal,3.9,Ocasional,335.32
503,71,Femenino,Sur,12,7,0,Débito,4.3,Ocasional,613.2
504,73,Femenino,Sur,10,5,1,Tarjeta,2.1,Frecuente,509.75
505,48,Femenino,Norte,9,4,0,Débito,3.5,Ocasional,238.18
506,46,Masculino,Sur,12,4,1,Débito,4.4,Ocasional,288.99
507,19,Masculino,Norte,11,7,1,PayPal,3.6,Frecuente,508.27
508,47,Masculino,Norte,10,6,1,Transferencia,3.2,Frecuente,505.68
509,57,Femenino,Sur,7,8,0,Débito,3.7,Premium,970.07
510,43,Femenino,Norte,10,7,2,Tarjeta,2.7,Ocasional,533.38
511,71,Masculino,Sur,12,8,1,Transferencia,3.1,Frecuente,464.27
512,31,Masculino,Norte,13,5,1,Débito,2.6,Ocasional,502.5
513,64,Masculino,Sur,14,4,1,Transferencia,3.3,Frecuente,389.49
514,58,Femenino,Centro,7,6,1,Tarjeta,1.2,Ocasional,379.23
515,43,Femenino,Norte,8,5,1,Tarjeta,2.4,Frecuente,533.27
516,30,Femenino,Norte,7,10,0,PayPal,4.0,Frecuente,795.33
517,63,Femenino,Sur,15,7,1,Débito,4.3,Premium,512.38
518,37,Femenino,Sur,6,4,2,Transferencia,2.2,Frecuente,335.94
519,46,Femenino,,11,7,0,Tarjeta,4.7,Frecuente,587.03
520,75,Femenino,Sur,10,3,1,PayPal,3.6,Frecuente,316.45
521,36,Masculino,Norte,17,6,0,Transferencia,3.1,Frecuente,601.44
522,47,Masculino,Centro,15,5,0,Transferencia,2.7,Frecuente,323.69
523,22,Femenino,Centro,12,6,0,Transferencia,1.6,Frecuente,528.36
524,48,Masculino,Centro,6,6,0,Tarjeta,4.9,Premium,476.34
525,23,Femenino,Centro,13,9,1,Débito,4.3,Ocasional,515.67
526,29,Femenino,Sur,6,7,1,PayPal,3.3,Ocasional,279.82
527,77,Masculino,Norte,12,4,0,,1.6,Ocasional,514.02
528,72,Otro,Norte,6,7,1,Tarjeta,1.3,Frecuente,285.7
529,40,Femenino,Centro,11,7,0,Transferencia,2.6,Ocasional,457.77
530,47,Masculino,Norte,13,5,0,PayPal,3.1,Ocasional,341.15
531,43,Masculino,Norte,6,8,1,Transferencia,3.8,Premium,783.77
532,17,Femenino,Sur,7,4,1,Transferencia,2.2,Frecuente,343.17
533,32,Masculino,Sur,11,4,0,Tarjeta,2.2,Frecuente,543.62
534,42,Masculino,Centro,14,8,0,Transferencia,2.3,Ocasional,498.14
535,17,Femenino,Centro,11,4,1,PayPal,4.8,Premium,581.3
536,23,Masculino,Centro,8,3,0,Transferencia,2.0,Ocasional,149.59
537,53,Femenino,Centro,22,5,1,PayPal,2.0,Frecuente,681.84
538,35,Femenino,Centro,16,2,2,Transferencia,2.4,Ocasional,190.97
539,79,Femenino,Sur,10,2,0,Tarjeta,3.0,Ocasional,356.26
540,64,Masculino,Norte,10,9,0,Tarjeta,1.6,Premium,556.6
541,79,Femenino,Centro,11,5,1,Transferencia,4.7,Ocasional,316.71
542,52,Otro,Sur,12,6,2,Tarjeta,1.6,Frecuente,443.06
543,72,Masculino,Centro,11,7,2,Débito,4.4,Ocasional,528.79
544,36,Femenino,Centro,10,3,0,PayPal,1.5,Frecuente,390.22
545,41,Masculino,Centro,10,8,0,PayPal,1.7,Frecuente,376.68
546,46,Masculino,Centro,8,10,0,PayPal,2.4,Frecuente,688.48
547,35,Femenino,Sur,6,3,0,Transferencia,3.3,Ocasional,172.22
548,21,Masculino,Norte,11,3,2,Débito,4.9,Frecuente,519.15
549,65,Masculino,Centro,7,6,0,PayPal,3.6,Ocasional,332.56
550,30,Masculino,Sur,9,6,0,Tarjeta,3.6,Ocasional,338.71
551,72,Masculino,Sur,8,7,0,PayPal,4.3,Frecuente,709.54
552,16,Masculino,Norte,9,3,1,PayPal,1.7,Ocasional,372.53
553,41,Femenino,Sur,11,8,1,Tarjeta,4.5,Frecuente,904.89
554,44,Masculino,Centro,13,9,1,Transferencia,1.7,Frecuente,751.02
555,17,Masculino,Norte,13,12,1,PayPal,3.1,Ocasional,565.08
556,37,Femenino,Norte,5,4,0,Débito,2.8,Frecuente,211.42
557,76,Masculino,Sur,12,5,1,Transferencia,2.2,Premium,748.28
558,75,Otro,Centro,10,6,3,Débito,2.7,Ocasional,381.1
559,44,Masculino,Norte,4,8,1,Tarjeta,1.9,Frecuente,585.88
560,24,Femenino,,6,4,0,Débito,2.6,Ocasional,242.92
561,56,Femenino,Sur,9,6,0,PayPal,4.3,Ocasional,433.69
562,36,Masculino,Norte,9,10,1,PayPal,2.4,Premium,901.75
563,70,Masculino,Centro,7,4,1,PayPal,4.2,Ocasional,265.49
564,72,Masculino,Norte,6,8,2,Débito,3.6,Ocasional,487.25
565,47,Masculino,Norte,11,7,2,Tarjeta,2.2,Frecuente,613.81
566,47,Femenino,Norte,11,4,0,Débito,2.9,Frecuente,461.41
567,62,Femenino,Sur,12,4,1,Débito,1.5,Ocasional,517.98
568,59,Masculino,Norte,13,5,1,PayPal,3.3,Ocasional,352.18
569,55,Masculino,Sur,6,8,1,Transferencia,4.7,Premium,649.1
570,41,Femenino,Norte,8,7,1,PayPal,3.8,Frecuente,563.3
571,63,Femenino,Sur,8,8,0,PayPal,2.8,Ocasional,271.02
572,77,Femenino,Norte,9,9,0,Transferencia,4.0,Frecuente,627.45
573,28,Masculino,Norte,6,6,0,Débito,1.4,Ocasional,297.98
574,18,Femenino,Sur,11,4,1,Transferencia,1.3,Frecuente,424.97
575,47,Masculino,Centro,11,7,0,Tarjeta,3.7,Premium,429.97
576,48,Masculino,Sur,9,11,1,Tarjeta,3.4,Ocasional,483.78
577,48,Femenino,Norte,4,2,1,Tarjeta,4.4,Frecuente,261.89
578,57,Femenino,Norte,10,3,1,Transferencia,2.9,Frecuente,448.29
579,57,Femenino,Centro,9,5,0,PayPal,4.7,Ocasional,329.13
580,28,Femenino,Norte,12,7,0,Tarjeta,1.9,Ocasional,387.31
581,58,Masculino,Centro,8,8,0,Tarjeta,3.2,Ocasional,324.13
582,21,Masculino,Sur,6,6,2,Transferencia,1.8,Frecuente,528.77
583,19,Masculino,Norte,6,2,1,Débito,2.7,Frecuente,272.33
584,53,Femenino,Centro,13,6,0,Transferencia,3.0,Ocasional,477.02
585,79,Femenino,Sur,9,6,1,Transferencia,1.0,Ocasional,409.47
586,21,Femenino,Sur,12,6,1,Transferencia,1.4,Premium,885.78
587,66,Masculino,Centro,12,8,1,Transferencia,2.4,Ocasional,464.08
588,18,Femenino,Centro,8,7,1,Tarjeta,2.8,Ocasional,508.02
589,42,Masculino,Centro,8,6,0,Transferencia,4.8,Frecuente,582.43
590,55,Masculino,Sur,5,10,0,Tarjeta,1.8,Ocasional,645.34
591,35,Otro,Norte,12,10,0,PayPal,1.2,Frecuente,373.71
592,33,Femenino,Centro,8,2,1,Tarjeta,3.0,Ocasional,233.91
593,35,Femenino,Centro,8,9,1,Tarjeta,,Ocasional,390.83
594,45,Femenino,Norte,6,2,1,PayPal,4.0,Ocasional,183.07
595,25,Masculino,Norte,15,12,0,Tarjeta,4.5,Ocasional,715.97
596,67,Femenino,Norte,13,3,0,PayPal,2.7,Premium,497.44
597,38,Masculino,,6,12,1,,4.3,Frecuente,739.12
598,62,Masculino,Norte,6,4,1,Débito,1.8,Frecuente,232.4
599,18,Femenino,Sur,8,6,2,Transferencia,4.9,Premium,494.56
600,67,Femenino,Centro,19,10,0,PayPal,4.1,Frecuente,976.13
601,65,Masculino,Sur,8,9,1,Débito,2.7,Ocasional,464.84
602,73,Masculino,Sur,11,6,1,PayPal,1.8,Premium,942.16
603,77,Masculino,Centro,7,6,1,Débito,2.1,Frecuente,574.69
604,24,Femenino,Sur,7,6,2,Transferencia,2.7,Ocasional,385.56
605,64,Femenino,Norte,10,5,1,PayPal,4.1,Ocasional,369.55
606,34,Femenino,Norte,10,7,1,PayPal,2.7,Premium,545.05
607,51,Masculino,Sur,6,3,0,PayPal,4.1,Ocasional,248.2
608,55,Femenino,Norte,8,5,0,PayPal,4.6,Frecuente,336.97
609,42,Femenino,Sur,7,12,0,,4.6,Frecuente,1125.01
610,57,Masculino,Sur,15,3,0,Tarjeta,1.2,Frecuente,285.25
611,43,Masculino,Norte,12,8,1,PayPal,3.5,Premium,877.21
612,58,Masculino,Centro,8,4,2,Transferencia,3.1,Frecuente,1219.24
613,66,Masculino,Norte,7,5,1,,3.2,Frecuente,350.88
614,23,Masculino,Sur,9,11,2,Tarjeta,4.7,Ocasional,553.14
615,57,Masculino,Sur,14,6,0,Transferencia,2.6,Frecuente,405.05
616,63,Masculino,Sur,12,4,0,Transferencia,3.2,Ocasional,379.04
617,23,Femenino,Centro,10,5,0,Débito,1.1,Premium,734.79
618,33,Masculino,Sur,7,4,1,Transferencia,4.1,Frecuente,384.38
619,74,Femenino,Centro,9,9,1,PayPal,1.8,Ocasional,410.46
620,36,Femenino,Norte,13,8,1,Transferencia,2.5,Frecuente,994.26
621,61,Masculino,Norte,11,5,1,Transferencia,4.6,Ocasional,499.86
622,28,Masculino,Centro,5,4,3,Tarjeta,5.0,Frecuente,448.0
623,42,Femenino,Centro,11,16,0,Débito,3.6,Ocasional,1237.54
624,62,Femenino,Norte,10,9,1,Débito,2.7,Premium,582.08
625,75,Masculino,Sur,10,11,2,Débito,3.5,Frecuente,551.37
626,77,Femenino,Sur,11,10,0,Transferencia,3.8,Ocasional,678.89
627,55,Femenino,Centro,7,7,1,Débito,4.0,Premium,695.19
628,68,Masculino,Centro,12,8,0,PayPal,2.1,Frecuente,795.13
629,31,Masculino,Sur,12,5,0,Débito,3.4,Frecuente,499.03
630,55,Femenino,Sur,15,9,1,Tarjeta,3.0,Premium,1159.24
631,78,Femenino,Sur,5,3,2,Tarjeta,4.8,Ocasional,165.3
632,24,Femenino,Sur,7,6,1,Débito,2.9,Ocasional,195.4
633,42,Masculino,Sur,10,6,1,Débito,4.9,Ocasional,643.96
634,78,Femenino,Sur,5,6,1,Débito,1.2,Ocasional,174.38
635,32,Masculino,Centro,8,6,0,Tarjeta,4.4,Ocasional,291.41
636,18,Masculino,Sur,7,7,1,Débito,3.3,Premium,768.26
637,71,Femenino,Norte,10,7,0,Tarjeta,1.2,Frecuente,749.96
638,68,Masculino,Centro,8,5,1,PayPal,3.2,Frecuente,408.16
639,19,Masculino,Centro,10,11,2,Tarjeta,2.6,Ocasional,652.31
640,55,Femenino,Sur,10,7,1,Tarjeta,2.7,Ocasional,530.06
641,67,Masculino,Norte,11,3,2,Transferencia,,Frecuente,365.22
642,71,Femenino,Centro,14,10,0,Tarjeta,1.2,Frecuente,791.28
643,16,Femenino,Centro,8,5,0,Tarjeta,1.6,Ocasional,318.44
644,29,Masculino,Centro,9,3,2,Transferencia,3.1,Ocasional,339.1
645,23,Femenino,Centro,12,6,1,Débito,4.2,Ocasional,548.61
646,22,Femenino,Sur,11,3,1,PayPal,2.9,Frecuente,419.79
647,45,Femenino,Sur,8,5,1,Débito,1.5,Frecuente,583.75
648,40,Femenino,Norte,16,5,1,Tarjeta,2.1,Premium,900.89
649,54,Masculino,Sur,9,3,0,PayPal,1.8,Premium,600.5
650,31,Femenino,Centro,10,7,1,Transferencia,1.8,Ocasional,487.19
651,26,Masculino,Sur,6,4,1,PayPal,2.1,Ocasional,231.05
652,40,Femenino,Sur,9,4,1,PayPal,1.9,Ocasional,207.24
653,48,Femenino,Sur,11,8,1,Débito,1.5,Frecuente,506.68
654,78,Masculino,Norte,10,4,2,Débito,1.4,Frecuente,466.61
655,76,Femenino,Norte,10,7,0,Transferencia,1.1,Ocasional,218.74
656,69,Femenino,Centro,9,6,2,Tarjeta,4.2,Ocasional,374.56
657,67,Femenino,Norte,12,9,2,Tarjeta,1.9,Ocasional,572.68
658,66,Femenino,Centro,8,9,2,Tarjeta,3.6,Ocasional,598.37
659,63,Masculino,Norte,11,5,1,Débito,3.4,Frecuente,316.77
660,36,Masculino,Centro,7,9,1,Débito,2.1,Premium,554.97
661,67,Femenino,Centro,15,12,3,Transferencia,2.4,Premium,827.88
662,67,Masculino,Norte,17,5,2,Transferencia,2.4,Ocasional,745.91
663,25,Femenino,Norte,7,7,1,PayPal,3.2,Frecuente,282.72
664,71,Masculino,Centro,12,7,2,PayPal,1.6,Ocasional,532.45
665,65,Otro,Centro,7,6,1,Transferencia,4.3,Frecuente,297.18
666,24,Masculino,Sur,5,7,0,Débito,2.4,Premium,493.78
667,16,Femenino,Centro,13,4,1,PayPal,3.7,Ocasional,506.57
668,49,Femenino,Centro,11,6,0,Transferencia,3.8,Ocasional,527.48
669,46,Femenino,Sur,19,7,0,Tarjeta,3.6,Premium,920.03
670,36,Otro,Sur,12,8,1,Débito,2.1,Ocasional,489.78
671,39,Femenino,Centro,18,11,0,Tarjeta,1.5,Ocasional,521.07
672,34,Femenino,Sur,11,5,0,Débito,1.7,Ocasional,365.44
673,76,Femenino,Norte,13,3,1,Tarjeta,,Frecuente,334.85
674,63,Femenino,Norte,15,4,2,PayPal,3.6,Frecuente,446.25
675,75,Masculino,Sur,10,5,1,Transferencia,4.8,Frecuente,238.35
676,75,Masculino,Centro,6,4,1,Tarjeta,2.4,Frecuente,349.29
677,36,Masculino,Sur,8,4,0,PayPal,1.4,Ocasional,327.48
678,40,Masculino,Norte,11,4,1,PayPal,3.7,Ocasional,165.39
679,35,Masculino,Sur,12,9,0,PayPal,3.1,Premium,471.74
680,68,Masculino,Norte,11,4,0,Transferencia,4.3,Frecuente,351.46
681,41,Femenino,Centro,11,7,0,Débito,3.7,Premium,938.5
682,78,Masculino,,13,3,1,Transferencia,3.8,Frecuente,313.08
683,22,Femenino,Centro,10,10,0,Transferencia,1.0,Ocasional,627.52
684,18,Masculino,Centro,10,10,0,Débito,2.2,Premium,1128.68
685,55,Femenino,Sur,14,11,2,Tarjeta,2.6,Ocasional,664.01
686,71,Masculino,,18,5,1,PayPal,4.2,Frecuente,784.27
687,63,Masculino,Sur,13,9,0,Transferencia,4.6,Frecuente,520.47
688,23,Femenino,Sur,18,5,1,,2.2,Ocasional,648.07
689,68,Masculino,Sur,9,3,0,,4.5,Ocasional,242.06
690,45,Femenino,Sur,11,9,0,Débito,3.6,Premium,741.94
691,26,Masculino,Sur,16,7,0,Transferencia,2.0,Premium,1254.43
692,23,Femenino,Sur,8,7,0,Débito,1.9,Frecuente,522.42
693,72,Masculino,Centro,13,5,2,Débito,1.7,Frecuente,700.86
694,52,Masculino,Centro,11,4,1,Débito,4.0,Premium,678.92
695,32,Femenino,Norte,7,6,1,Débito,1.1,Premium,569.04
696,23,Femenino,Sur,11,6,1,Transferencia,2.4,Frecuente,681.42
697,62,Masculino,Sur,10,6,0,Débito,4.1,Ocasional,498.15
698,59,Femenino,Centro,9,4,2,Transferencia,3.1,Ocasional,337.89
699,79,Femenino,Norte,9,5,0,PayPal,2.7,Premium,622.95
700,45,Femenino,,11,5,0,Débito,4.4,Ocasional,393.25
701,58,Otro,Centro,14,17,0,Tarjeta,3.1,Ocasional,643.74
702,58,Masculino,Norte,11,6,1,Tarjeta,1.2,Frecuente,476.32
703,31,Masculino,Centro,13,10,0,PayPal,2.0,Ocasional,959.72
704,70,Femenino,Sur,6,8,0,PayPal,4.9,Frecuente,508.26
705,19,Femenino,Sur,10,5,2,Tarjeta,2.8,Ocasional,529.68
706,36,Masculino,Norte,9,7,0,Transferencia,3.7,Frecuente,648.85
707,65,Femenino,Sur,9,7,0,Débito,1.6,Premium,637.08
708,49,Masculino,Norte,11,2,0,Débito,1.1,Ocasional,371.04
709,77,Masculino,Norte,8,7,1,Débito,1.3,Ocasional,432.48
710,55,Masculino,Centro,7,11,2,Transferencia,3.7,Frecuente,876.43
711,50,Femenino,Centro,6,2,1,Tarjeta,3.4,Ocasional,205.51
712,79,Femenino,Sur,7,7,0,PayPal,2.4,Frecuente,398.44
713,28,Femenino,Sur,11,5,0,Transferencia,1.7,Premium,803.9
714,58,Masculino,Norte,6,7,0,PayPal,4.1,Ocasional,251.53
715,42,Masculino,Sur,12,5,1,Débito,4.1,Ocasional,288.08
716,23,Femenino,Sur,5,12,2,PayPal,1.7,Frecuente,778.06
717,56,Masculino,Centro,6,3,1,Tarjeta,4.5,Frecuente,373.8
718,57,Masculino,Sur,8,9,3,PayPal,4.0,Frecuente,345.79
719,44,Masculino,,10,6,0,Transferencia,2.6,Premium,937.36
720,77,Femenino,Sur,10,4,3,Transferencia,2.2,Ocasional,398.12
721,31,Femenino,Sur,6,4,0,Tarjeta,4.6,Premium,372.98
722,58,Masculino,,10,6,2,Transferencia,4.9,Frecuente,395.23
723,68,Femenino,Centro,12,5,0,Tarjeta,2.3,Ocasional,417.44
724,61,Femenino,Sur,8,7,0,Débito,3.9,Ocasional,468.54
725,20,Masculino,Sur,6,4,2,Débito,2.6,Ocasional,260.93
726,52,Masculino,Centro,10,4,1,Tarjeta,2.1,Frecuente,475.4
727,55,Femenino,Centro,13,5,1,Tarjeta,1.6,Premium,906.0
728,55,Femenino,Centro,12,7,1,Tarjeta,1.5,Frecuente,508.28
729,57,Masculino,Norte,11,7,0,PayPal,4.9,Premium,625.36
730,75,Femenino,Norte,9,5,1,Transferencia,1.2,Frecuente,526.24
731,25,Femenino,Sur,8,6,2,PayPal,4.6,Frecuente,601.43
732,30,Masculino,Norte,10,12,1,Transferencia,4.5,Frecuente,1032.97
733,36,Femenino,Sur,7,6,0,,2.8,Premium,459.38
